"Provincia","Canton","SquareMetersConstruction","SquareMetersTerrain","Price"
"San José","Montes de Oca",140,120,165000
"San José","Curridabat",187,0,235000
"San José","Curridabat",750,1200,1e+06
"San José","Mora",250,520,265000
"Limón","Pococí",70,4445,38000
"Heredia","Heredia",130,144,117800
"Heredia","Barva",230,600,174800
"Puntarenas","Golfito",400,180000,1e+06
"Heredia","San Isidro",140,320,123500
"Heredia","San Isidro",174,2441,285000
"San José","Curridabat",175,296,205000
"Heredia","Sarapiquí",120,990,41800
"San José","Desamparados",205,225,171000
"San José","San José",202,212,247000
"San José","San José",95,117,79800
"Heredia","Heredia",100,70,76000
"Alajuela","Alajuela",165,161,165300
"Alajuela","Alajuela",275,267,247000
"San José","Desamparados",140,140,142500
"San José","Desamparados",140,140,142500
"Heredia","Heredia",160,160,195000
"Heredia","San Isidro",0,10570,495000
"Cartago","La Unión",90,90,85500
"San José","Curridabat",170,140,165000
"Cartago","El Guarco",150,143,110200
"Cartago","La Unión",90,108,98800
"Cartago","La Unión",160,120,161500
"San José","San José",240,300,215000
"San José","Moravia",310,445,245000
"San José","San José",104,104,76000
"Heredia","Heredia",0,0,NA
"Heredia","Heredia",0,0,NA
"Puntarenas","Puntarenas",280,390,245000
"Heredia","Barva",210,160,165000
"Alajuela","Alajuela",92,100,82650
"San José","San José",0,0,NA
"Cartago","El Guarco",105,135,84550
"San José","Santa Ana",300,860,315000
"San José","Montes de Oca",0,0,NA
"Heredia","Barva",120,225,130000
"Cartago","El Guarco",140,200,100700
"Alajuela","San Ramón",100,200,34200
"Alajuela","Orotina",140,220,66500
"Heredia","San Rafael",254,417,255000
"Heredia","Barva",160,179,133000
"Heredia","Flores",305,695,4e+05
"San José","San José",400,544,365000
"Heredia","Barva",280,420,360000
"Heredia","Heredia",158,170,146000
"Alajuela","San Carlos",60,410,34200
"Heredia","San Pablo",125,150,123500
"San José","Desamparados",200,242,127300
"San José","Desamparados",135,144,114000
"San José","Santa Ana",468,938,925000
"Heredia","Heredia",244,244,170000
"Alajuela","Alajuela",0,0,NA
"Heredia","Heredia",175,164,175000
"Heredia","Heredia",160,210,143000
"San José","Goicoechea",200,230,60800
"Heredia","Heredia",120,120,85500
"Alajuela","San Mateo",200,13486,351500
"San José","Goicoechea",220,90,140000
"San José","Curridabat",196,196,123500
"Alajuela","Palmares",225,432,104500
"Alajuela","Alajuela",100,80,55100
"Alajuela","Alajuela",74,111,87500
"Alajuela","Alajuela",180,250,131100
"Puntarenas","Garabito",175,2000,142500
"San José","San José",146,136,95000
"Heredia","Heredia",158,170,148500
"Alajuela","Alajuela",200,260,152000
"San José","San José",400,544,365000
"San José","Escazú",700,400,4e+05
"Heredia","Heredia",90,125,113000
"San José","Escazú",200,363,363000
"San José","Escazú",335,412,260000
"Heredia","Heredia",150,202,135000
"San José","San José",200,200,123500
"Alajuela","San Carlos",171,180,104500
"San José","Tibás",120,130,120000
"Cartago","Cartago",250,0,136500
"San José","Desamparados",145,160,114000
"San José","Montes de Oca",0,0,820000
"Alajuela","San Carlos",300,2399,132715
"Alajuela","Alajuela",155,185,160000
"Alajuela","San Ramón",297,2263,148886.85
"Alajuela","Atenas",387,8473,256383.435
"San José","Escazú",335,412,350000
"Alajuela","Alajuela",339,426,153207.45
"Alajuela","Grecia",231,13532,109829.5
"Heredia","San Rafael",700,3325,6e+05
"Heredia","San Pablo",235,138,174800
"San José","San José",400,432,285000
"San José","Mora",120,0,137000
"Alajuela","Atenas",700,10200,1200000
"San José","San José",0,146,76000
"Alajuela","Alajuela",180,746,104500
"Cartago","Cartago",0,159,104500
"Heredia","Heredia",80,115,133000
"San José","Escazú",210,350,230000
"San José","Escazú",210,450,230000
"San José","Escazú",800,850,9e+05
"Cartago","La Unión",265,925,250000
"Heredia","Heredia",2610,1923,2400000
"San José","Escazú",450,850,450000
"Cartago","La Unión",445,1834,799000
"San José","Escazú",400,450,4e+05
"San José","Mora",865,7000,2e+06
"San José","Vásquez de Coronado",180,250,180500
"San José","Moravia",253,353,275000
"San José","San José",268,276,250000
"San José","Escazú",312,602,325000
"Alajuela","Alajuela",200,246,114000
"San José","Alajuelita",90,90,90000
"San José","San José",98,98,85500
"Cartago","Turrialba",70,189,66500
"San José","Curridabat",185,160,2e+05
"San José","Curridabat",110,135,128000
"Heredia","San Rafael",190,190,171000
"San José","San José",260,297,228000
"San José","Goicoechea",210,214,NA
"San José","San José",0,0,NA
"Alajuela","Alajuela",520,1444,470000
"San José","San José",0,0,NA
"Limón","Pococí",136,924,66500
"San José","Tibás",131,131,120000
"San José","Moravia",260,120,186000
"San José","San José",0,0,NA
"San José","San José",0,0,NA
"San José","San José",0,0,NA
"San José","San José",0,0,NA
"San José","San José",0,0,NA
"San José","San José",0,0,NA
"San José","San José",0,0,NA
"San José","San José",0,0,NA
"Cartago","La Unión",160,160,102600
"San José","Aserrí",150,160,85500
"San José","Curridabat",0,0,170000
"Heredia","Heredia",210,210,148200
"Alajuela","Alajuela",101,171,132000
"Cartago","La Unión",176,176,91200
"Alajuela","Atenas",174,690,114000
"Heredia","Heredia",115,160,141000
"San José","Vásquez de Coronado",120,120,117800
"San José","Tibás",200,132,161500
"Alajuela","Atenas",150,1632,189000
"Heredia","Santo Domingo",210,270,250000
"Alajuela","Alajuela",196,296,235000
"Heredia","Barva",890,2158,595000
"San José","Turrubares",200,1000,76000
"San José","Curridabat",0,0,295000
"San José","Goicoechea",0,0,230000
"Cartago","La Unión",360,1335.19,6e+05
"Alajuela","Alajuela",220,207,188100
"Heredia","Flores",290,347,275000
"San José","Goicoechea",365,549,261240.5
"San José","Santa Ana",302,744,210151.0675
"Heredia","Santa Bárbara",180,10819,380000
"San José","Escazú",335,640,350000
"Cartago","La Unión",130,140,114000
"Cartago","La Unión",120,148,113620
"Heredia","San Rafael",90,125,76
"Heredia","Heredia",200,165,165000
"Alajuela","Alajuela",200,160,195000
"San José","Vásquez de Coronado",88,185,79800
"Limón","Pococí",220,2010,145000
"Alajuela","Alajuela",235,155,190000
"San José","Desamparados",125,138,110200
"Alajuela","San Mateo",125,345,30400
"San José","Desamparados",120,120,110200
"San José","Desamparados",175,168,128250
"Heredia","Sarapiquí",120,967,53200
"San José","San José",144,230,144000
"San José","Santa Ana",375,4099,596042.92
"San José","Goicoechea",258,4366,NA
"Alajuela","Alajuela",400,15824,6e+05
"San José","Puriscal",0,1000,130000
"Heredia","Heredia",330,381,280000
"San José","Moravia",250,186,210000
"San José","Moravia",190,218,123500
"Alajuela","Alajuela",230,250,210000
"Limón","Pococí",200,600,57000
"Cartago","La Unión",102,154,79800
"San José","San José",360,240,142500
"Alajuela","Alajuela",220,250,175000
"San José","San José",288,0,190000
"Alajuela","Alajuela",190,250,2e+05
"San José","Curridabat",230,0,240000
"Heredia","Santo Domingo",147,126,168500
"Cartago","Cartago",95,1242,104500
"San José","Curridabat",250,265,260000
"Cartago","La Unión",110,80,106000
"San José","Escazú",300,450,450000
"San José","Escazú",333,350,380000
"San José","Santa Ana",200,350,235000
"San José","Escazú",230,850,295000
"San José","Escazú",230,850,295000
"San José","Santa Ana",1000,1421,1595000
"San José","Santa Ana",115,0,124000
"Cartago","Cartago",103,150,70110
"San José","San José",175,205,164000
"San José","Goicoechea",85,701,123500
"Cartago","Cartago",110,139,83410
"Heredia","Santa Bárbara",152,500,215000
"Heredia","San Rafael",350,2000,350000
"Heredia","Barva",400,760,425000
"Heredia","Santo Domingo",232,232,190000
"Alajuela","Orotina",400,7119,235000
"Heredia","Heredia",164,197,152000
"San José","Pérez Zeledón",245,3000,190000
"San José","San José",220,250,180000
"San José","Moravia",240,170,161500
"Cartago","La Unión",102,154,83600
"San José","Alajuelita",168,168,142500
"San José","Desamparados",0,383,290000
"Heredia","Belén",276,862,368600
"San José","San José",600,400,237500
"San José","Curridabat",240,355,240000
"San José","Curridabat",259,300,180500
"San José","Curridabat",0,0,325000
"San José","Curridabat",400,1000,4e+05
"Alajuela","Alajuela",250,550,285000
"San José","Desamparados",65,65,76000
"Heredia","Barva",120,225,130000
"San José","Santa Ana",225,523,315000
"Heredia","Heredia",111,127,131100
"Heredia","San Pablo",125,150,123500
"Heredia","San Rafael",120,125,114000
"Heredia","Heredia",120,150,100700
"Heredia","Heredia",115,120,95000
"Limón","Pococí",450,981,210000
"Heredia","Heredia",110,68,87400
"Heredia","San Rafael",90,112,76000
"San José","Montes de Oca",375,425,265000
"San José","San José",104,104,112100
"Cartago","El Guarco",70,420,62000
"Heredia","Heredia",147,191,178000
"San José","Santa Ana",250,300,2300
"San José","Curridabat",147,150,165000
"San José","Curridabat",335,362,325000
"San José","Montes de Oca",365,375,450000
"San José","Curridabat",450,511,6e+05
"San José","Curridabat",0,0,280000
"San José","Curridabat",300,350,310000
"San José","Curridabat",150,150,110200
"San José","Curridabat",285,345,345000
"Cartago","El Guarco",126,173,127300
"San José","Montes de Oca",900,1000,750000
"San José","Escazú",280,280,445000
"San José","Montes de Oca",150,170,160000
"San José","Santa Ana",235,170,285000
"San José","Montes de Oca",60,80,80000
"San José","San José",243,290,265000
"San José","Curridabat",178,140,220000
"San José","Goicoechea",145,80,140000
"San José","Goicoechea",175,123,125000
"Guanacaste","Nandayure",135,0,285000
"Heredia","Heredia",185,150,188000
"San José","Escazú",0,0,NA
"San José","Escazú",200,0,249000
"San José","Escazú",220,0,215000
"Cartago","Cartago",160,250,170000
"Cartago","Oreamuno",140,150,135000
"San José","San José",309,0,390000
"San José","San José",309,0,390000
"Heredia","Flores",250,264,190000
"Heredia","Heredia",135,137.8,117000
"Heredia","Heredia",135,137.8,119700
"Heredia","Belén",187,175,220000
"San José","Escazú",175,200,169000
"San José","Santa Ana",340,698,550000
"San José","Curridabat",195,192,230000
"San José","Escazú",263,240,395000
"San José","Escazú",180,185,230000
"San José","San José",0,87,125000
"San José","San José",0,0,12400000
"Alajuela","Alajuela",75,111,95000
"San José","Curridabat",220,0,275000
"Cartago","Cartago",0,0,138000
"Cartago","Paraíso",112,152,109000
"San José","Curridabat",195,192,230000
"Heredia","Heredia",135,160,165000
"San José","Escazú",220,183,219000
"San José","San José",102,0,NA
"San José","Montes de Oca",180,200,225000
"San José","Curridabat",150,0,185000
"Heredia","Heredia",155,161,161500
"San José","Curridabat",147,126,170000
"Guanacaste","Santa Cruz",189,0,195000
"Cartago","Cartago",0,0,135000
"San José","Curridabat",225,120,215000
"Heredia","Barva",163,138,142000
"Heredia","Santo Domingo",270,530,397000
"Heredia","Heredia",260,323,265000
"San José","Santa Ana",160,100,202000
"Heredia","Heredia",230,200,225000
"San José","Escazú",0,0,255000
"San José","Alajuelita",140,200,121600
"San José","Escazú",140,220,161500
"San José","Curridabat",71,0,115000
"San José","San José",0,0,165000
"Heredia","San Rafael",0,0,170000
"San José","Curridabat",179,140,210000
"Heredia","Heredia",95,161,122500
"Heredia","Heredia",150,156,160000
"San José","Moravia",156,176,176000
"San José","Santa Ana",214,0,360000
"Guanacaste","Santa Cruz",150,340,180000
"Heredia","San Pablo",103,103,195000
"San José","Curridabat",0,0,NA
"Heredia","Heredia",0,0,118000
"Alajuela","Alajuela",0,0,98000
"San José","Montes de Oca",190,176,149000
"Heredia","Heredia",320,270,247000
"Heredia","Heredia",129,140,150000
"San José","Curridabat",150,125,150000
"San José","Escazú",200,150,270000
"San José","Curridabat",160,0,125000
"San José","Escazú",180,0,218000
"San José","San José",309,0,390000
"San José","San José",309,0,390000
"San José","San José",309,0,390000
"San José","Tibás",262,250,280500
"San José","Curridabat",0,0,225000
"San José","Curridabat",0,0,180000
"San José","Curridabat",0,0,275000
"San José","Curridabat",98,98,113000
"San José","Curridabat",0,0,220000
"San José","Curridabat",300,350,290000
"San José","Curridabat",205,296,220000
"San José","Curridabat",180,180,195000
"San José","Curridabat",0,0,280000
"San José","Curridabat",97,97,185000
"San José","Escazú",105,105,165000
"San José","San José",65,0,125000
"San José","Santa Ana",137,0,225000
"San José","San José",401.4,0,1050000
"San José","Escazú",90,130,150000
"San José","San José",80,113,124600
"San José","San José",144,120,188000
"San José","Santa Ana",72,700,102000
"Alajuela","Alajuela",66,0,105000
"Alajuela","Alajuela",66,0,105000
"Alajuela","Alajuela",95,95,125000
"Alajuela","Alajuela",95,95,125000
"San José","San José",80,96,139000
"San José","Montes de Oca",120,0,185000
"Heredia","Heredia",194,162,215000
"Guanacaste","Santa Cruz",100,0,695000
"San José","Curridabat",0,0,180000
"San José","Curridabat",98,98,113000
"Alajuela","Alajuela",150,150,114000
"San José","Curridabat",97,97,185000
"San José","San José",90,0,160000
"San José","Escazú",0,80,168000
"San José","San José",97,0,165000
"San José","Escazú",201,0,3e+05
"San José","San José",89,0,215000
"San José","San José",88,0,160000
"Heredia","Heredia",160,160,195000
"San José","Moravia",575,1007,304000
"Heredia","Belén",60,0,110000
"Puntarenas","Puntarenas",112,0,220000
"San José","Santa Ana",0,0,150000
"San José","San José",81,0,179000
"Heredia","Heredia",0,0,NA
"San José","Montes de Oca",0,0,750
"San José","Montes de Oca",540,296,247000
"San José","San José",105,0,230000
"Heredia","San Isidro",262,346,167000
"San José","Santa Ana",0,0,2e+05
"San José","San José",310,310,360000
"San José","San José",0,95,165000
"San José","Desamparados",40,40,304
"Heredia","Barva",230,260,247000
"Heredia","San Rafael",300,296,180000
"San José","San José",126,0,289000
"San José","Escazú",284,0,263000
"San José","Santa Ana",93,0,1e+05
"San José","San José",75,101,128000
"Heredia","Barva",270,200,256500
"San José","San José",0,0,165000
"San José","Escazú",280,280,475000
"San José","Goicoechea",0,0,68400
"San José","Montes de Oca",84,0,123000
"San José","Montes de Oca",75,54,75000
"San José","Montes de Oca",540,296,247000
"San José","Montes de Oca",0,0,97000
"San José","San José",194,0,3e+05
"Heredia","San Pablo",55,0,115000
"Heredia","Heredia",500,200,NA
"San José","San José",80,0,195000
"San José","Escazú",300,300,380000
"San José","Curridabat",0,215,310000
"Heredia","Belén",81,96,125000
"Alajuela","Alajuela",94,94,108000
"Alajuela","Alajuela",94,94,108000
"Alajuela","Alajuela",94,94,108000
"Alajuela","Alajuela",94,94,108000
"San José","San José",0,0,119500
"San José","Escazú",156,0,260000
"San José","Montes de Oca",220,360,259000
"Heredia","San Pablo",0,0,120000
"Heredia","Heredia",43.75,0,113000
"Heredia","Heredia",43.75,0,113000
"San José","Curridabat",0,0,115000
"San José","Montes de Oca",0,0,140000
"Heredia","San Pablo",185,120,150000
"San José","San José",94,0,230000
"San José","Santa Ana",150,0,235000
"San José","Santa Ana",77,0,130000
"Alajuela","Alajuela",87,88,106400
"San José","Santa Ana",65,0,125000
"San José","Escazú",167,0,295000
"Alajuela","Alajuela",275,267,247000
"Alajuela","Grecia",124,250,137600
"Alajuela","Alajuela",165,161,165000
"San José","Goicoechea",363,249,3e+05
"Heredia","San Rafael",167,300,235000
"San José","Desamparados",129,129,91200
"San José","Curridabat",165,178,104500
"San José","Escazú",260,400,335000
"San José","Curridabat",300,0,250000
"San José","Aserrí",90,130,91200
"San José","Santa Ana",285,1104,485000
"Alajuela","Orotina",105,182,73150
"Alajuela","Grecia",180,228,160000
"San José","Mora",120,120,150000
"Heredia","Heredia",200,168,170000
"Alajuela","Poás",143,149,104500
"San José","San José",140,168,142500
"San José","Curridabat",250,250,198000
"San José","San José",170,175,123500
"San José","Santa Ana",252,500,950000
"San José","San José",350,276,259000
"San José","San José",400,500,395000
"Guanacaste","Santa Cruz",73,208,69000
"San José","Curridabat",240,256,315000
"Cartago","Cartago",210,120,166000
"San José","San José",195,220,165000
"San José","Desamparados",130,147,95000
"Heredia","San Rafael",160,215,195000
"San José","San José",98,126,128000
"San José","San José",243,243,203000
"San José","Escazú",230,177,240000
"San José","Escazú",350,400,395000
"Alajuela","Alajuela",120,160,114000
